Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL17226,"[HT_MG-430_PM] Affymetrix HT MG-430 PM Array Plate [CDF: HTMG430PM_Mm_ENTREZG, Brainarray version 15]","in situ oligonucleotide","Mus musculus",17306,164,2,"Alexa Vitins","Feb 24, 2014"
GPL18322,"Illumina HiSeq 2000 (Yersinia pseudotuberculosis YPIII)","high-throughput sequencing","Yersinia pseudotuberculosis YPIII",0,7,2,"GEO","Feb 24, 2014"
GPL18326,"Illumina HiSeq 2000 (Phyllostachys edulis)","high-throughput sequencing","Phyllostachys edulis",0,2,1,"GEO","Feb 24, 2014"
GPL18316,"PfPv500 version1","spotted peptide or protein","Plasmodium falciparum;Plasmodium vivax",1015,165,1,"Elisabeth Baum","Feb 22, 2014"
GPL17636,"Agilent-043253 Danio rerio miRNA array [miRNA version]","in situ oligonucleotide","Danio rerio",270,16,1,"Paul Craig","Feb 21, 2014"
GPL18307,"120828_Papaver_TU_exp","in situ oligonucleotide","Papaver somniferum",95608,4,1,"tugba gurkok","Feb 21, 2014"
GPL18310,"Phalanx Human miRNA OneArray Ver 5 (miRBase Release 19)","spotted oligonucleotide","Homo sapiens",2003,0,0,"Sandy Lin","Feb 21, 2014"
GPL18311,"Phalanx Rat miRNA OneArray Ver 5 (miRBase Release 19)","spotted oligonucleotide","Rattus norvegicus",721,0,0,"Sandy Lin","Feb 21, 2014"
GPL18312,"Phalanx Mouse miRNA OneArray Ver 5 (miRBase Release 19)","spotted oligonucleotide","Mus musculus",1253,0,0,"Sandy Lin","Feb 21, 2014"
GPL18314,"Illumina HiSeq 2500 (Acinetobacter oleivorans DR1)","high-throughput sequencing","Acinetobacter oleivorans DR1",0,5,4,"GEO","Feb 21, 2014"
GPL18317,"Illumina Genome Analyzer IIx (Lonicera japonica)","high-throughput sequencing","Lonicera japonica",0,2,1,"GEO","Feb 21, 2014"
GPL18318,"NimbleGen Human 6x630K CGH Whole Genome tiling array [100710_HG19_WG_CGH_PERF_UX6]","in situ oligonucleotide","Homo sapiens",630063,30,4,"NimbleGen Systems, Inc.","Feb 21, 2014"
GPL18320,"MYcroarray Mycobacterium tuberculosis str. H37Rv and str. CDC1551 array","in situ oligonucleotide","Mycobacterium tuberculosis CDC1551;Mycobacterium tuberculosis H37Rv",4144,93,3,"Deepak Kaushal","Feb 21, 2014"
GPL18121,"[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array (custom CDF)","in situ oligonucleotide","Homo sapiens",26954,16,1,"Maggie C Cam","Feb 20, 2014"
GPL18122,"[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array (custom CDF)","in situ oligonucleotide","Mus musculus",26944,16,1,"Maggie C Cam","Feb 20, 2014"
GPL18300,"CapitalBio human 22k v1.0","spotted oligonucleotide","Homo sapiens",23232,1,1,"Jing Zhao","Feb 20, 2014"
GPL18305,"Applied Biosystems TaqMan Rodent MicroRNA Array A using the Megaplex™ RT Primers, Rodent Pool A","RT-PCR","Mus musculus",381,2,1,"Ravi Ranjan","Feb 20, 2014"
GPL18306,"Illumina HiSeq 2000 (Porphyromonas gingivalis ATCC 33277)","high-throughput sequencing","Porphyromonas gingivalis ATCC 33277",0,4,1,"GEO","Feb 20, 2014"
GPL18308,"Illumina HiSeq 2000 (Spirodela polyrhiza)","high-throughput sequencing","Spirodela polyrhiza",0,1,1,"GEO","Feb 20, 2014"
GPL18021,"human CNTNAP2 tiling array","in situ oligonucleotide","Homo sapiens",133913,6,1,"Claus Juergen Scholz","Feb 19, 2014"
GPL18022,"chimpanzee CNTNAP2 tiling array","in situ oligonucleotide","Pan troglodytes",131315,5,1,"Claus Juergen Scholz","Feb 19, 2014"
GPL18297,"Agilent-024519 RBD_v3_244K_Hughes","in situ oligonucleotide","synthetic construct",241399,2,1,"Zhaolei Zhang","Feb 19, 2014"
GPL18301,"PacBio RS II (Burkholderia pseudomallei)","high-throughput sequencing","Burkholderia pseudomallei",0,2,1,"GEO","Feb 19, 2014"
GPL18303,"Illumina HiSeq 1000 (Streptococcus pneumoniae)","high-throughput sequencing","Streptococcus pneumoniae",0,12,1,"GEO","Feb 19, 2014"
GPL18304,"Illumina Genome Analyzer II (Callithrix jacchus)","high-throughput sequencing","Callithrix jacchus",0,2,2,"GEO","Feb 19, 2014"
GPL17176,"Targeted array-based proteomics DKFZ_BC_RPPA_JS","spotted peptide or protein","Homo sapiens",109,128,1,"Ulrike Korf","Feb 18, 2014"
GPL17727,"Targeted array-based proteomics DKFZ_BC_RPPA_JS_2","spotted peptide or protein","Homo sapiens",164,4,1,"Ulrike Korf","Feb 18, 2014"
GPL18295,"Illumina HiSeq 2000 (Aspergillus fumigatus)","high-throughput sequencing","Aspergillus fumigatus",0,30,3,"GEO","Feb 18, 2014"
GPL18298,"Agilent-023710 Daphnia magna (probe name version)","in situ oligonucleotide","Daphnia magna",14338,12,1,"Maeva Giraudo","Feb 18, 2014"
GPL17745,"Operon OpArray - Mus Musculus - 38k v4.0","spotted oligonucleotide","Mus musculus",37440,16,1,"Nicola Illing","Feb 15, 2014"
GPL18288,"MaviMtuba520731F Affymetrix Mycobacterium avium Genome Array","in situ oligonucleotide","Mycobacterium avium 104",6939,6,1,"Luiz E Bermudez","Feb 15, 2014"
GPL18290,"KRIBB_Human_25K","spotted DNA/cDNA","Homo sapiens",23605,154,1,"Bu-Yeo Kim","Feb 15, 2014"
GPL17346,"Human Taqman miRNA array Card A v2.0","RT-PCR","Homo sapiens",384,14,2,"Gabriella Gruden","Feb 14, 2014"
GPL18178,"TIGR PFGRC Aspergillus nidulans version 2 array designated primarily based on strain FGSC A4","spotted oligonucleotide","Aspergillus nidulans",11471,3,1,"Jerzy Brzywczy","Feb 14, 2014"
GPL18228,"Custom Mycobacterium Expression Design OID39789","in situ oligonucleotide","Mycobacterium tuberculosis",3998,4,1,"prachi singh","Feb 14, 2014"
GPL18289,"Illumina HiSeq 2000 (Bombus terrestris)","high-throughput sequencing","Bombus terrestris",0,16,1,"GEO","Feb 14, 2014"
GPL18278,"Agilent-024673 ORC_ChIP-chip_4x180K Array","in situ oligonucleotide","Candida albicans",176619,7,1,"Hung-Ji Tsai","Feb 13, 2014"
GPL18281,"Illumina HumanHT-12 WG-DASL V4.0 R2 expression beadchip [gene symbol version]","oligonucleotide beads","Homo sapiens",20818,178,2,"Roel G.W. Verhaak","Feb 13, 2014"
GPL18285,"Illumina Genome Analyzer IIx (Bacillus amyloliquefaciens)","high-throughput sequencing","Bacillus amyloliquefaciens",0,4,1,"GEO","Feb 13, 2014"
GPL18286,"Illumina Genome Analyzer IIx (Pseudomonas aeruginosa)","high-throughput sequencing","Pseudomonas aeruginosa",0,120,4,"GEO","Feb 13, 2014"
GPL18287,"Illumina HiSeq 2500 (Pseudomonas aeruginosa)","high-throughput sequencing","Pseudomonas aeruginosa",0,68,8,"GEO","Feb 13, 2014"
GPL18266,"Agilent-023991 GT-PNU-Gmax-090519 (Probe Name version)","in situ oligonucleotide","Glycine max",42564,18,1,"Jung Min Kim","Feb 12, 2014"
GPL16682,"[MoEx-1_0-st] Affymetrix Mouse Exon 1.0 ST Array [xmapcore Ensembl mouse version 62]","in situ oligonucleotide","Mus musculus",27163,48,1,"Nils Blüthgen","Feb 11, 2014"
GPL18272,"Campylobacter jejuni Sheep abortion_IA3902_platform CUST-30K-110303","spotted oligonucleotide","Campylobacter jejuni",2024,34,3,"Zuo-Wei Wu","Feb 11, 2014"
GPL18273,"Illumina HiSeq 2000 (Zymoseptoria tritici)","high-throughput sequencing","Zymoseptoria tritici",0,15,2,"GEO","Feb 11, 2014"
GPL18275,"Illumina Genome Analyzer (Caulobacter crescentus NA1000)","high-throughput sequencing","Caulobacter crescentus NA1000",0,12,4,"GEO","Feb 11, 2014"
GPL18276,"Illumina HiSeq 2000 (Caulobacter crescentus NA1000)","high-throughput sequencing","Caulobacter crescentus NA1000",0,4,2,"GEO","Feb 11, 2014"
GPL17787,"ZeptoMARK assay platform","spotted peptide or protein","Mus musculus",158,79,5,"Michael Römer","Feb 10, 2014"
GPL18267,"Agilent-032491 3D7v7.1_transcriptome [ORF version]","in situ oligonucleotide","Plasmodium falciparum",5799,22,1,"GEO admin","Feb 10, 2014"
GPL18268,"Illumina HiSeq 2000 (Junonia coenia)","high-throughput sequencing","Junonia coenia",0,16,1,"GEO","Feb 10, 2014"
GPL18269,"Illumina Genome Analyzer II (Junonia coenia)","high-throughput sequencing","Junonia coenia",0,4,1,"GEO","Feb 10, 2014"
GPL18262,"Applied Biosystems Human TaqMan Low Density Array (TLDA)","RT-PCR","Homo sapiens",447,20,1,"Jing Shen","Feb 08, 2014"
GPL18263,"Illumina Genome Analyzer IIx (Laccaria bicolor)","high-throughput sequencing","Laccaria bicolor",0,1,1,"GEO","Feb 07, 2014"
GPL18265,"Illumina Genome Analyzer IIx (Laccaria bicolor; Populus trichocarpa)","high-throughput sequencing","Laccaria bicolor;Populus trichocarpa",0,3,1,"GEO","Feb 07, 2014"
GPL17896,"[RaGene-1_0-st] Affymetrix Rat Gene 1.0 ST Array [transcript (gene) version] [CDF: Brainarray ENTREZG Version 14]","in situ oligonucleotide","Rattus norvegicus",19239,32,3,"Carsten Sticht","Feb 06, 2014"
GPL18252,"TaqMan® Array Mouse Immune Panel","RT-PCR","Mus musculus",96,8,1,"Dominic Graham Rothwell","Feb 06, 2014"
GPL18256,"NimbleGen Ustilago maydis Custom Expression Array [080805_UM_SG_EXP]","in situ oligonucleotide","Ustilago maydis",6863,4,1,"Scott E Gold","Feb 06, 2014"
GPL18258,"[Axiom_GW_Bos_SNP_1] Affymetrix Axiom Genome-Wide BOS 1 Array Plate","in situ oligonucleotide","Bos taurus",0,0,0,"Affymetrix, Inc.","Feb 06, 2014"
GPL18261,"Illumina Genome Analyzer IIx (Rhodobacter sphaeroides 2.4.1)","high-throughput sequencing","Rhodobacter sphaeroides 2.4.1",0,2,1,"GEO","Feb 06, 2014"
GPL18251,"AB SOLiD 4 System (Candida albicans)","high-throughput sequencing","Candida albicans",0,3,1,"GEO","Feb 05, 2014"
GPL18255,"Illumina HiSeq 2000 (Tribolium castaneum)","high-throughput sequencing","Tribolium castaneum",0,52,3,"GEO","Feb 05, 2014"
GPL17102,"UCSD, NimbleGen_E_coli_MG1655_371K Tiling_Array_2005 (gene version)","in situ oligonucleotide","Escherichia coli str. K-12 substr. MG1655",4301,3,2,"Donghyuk Kim","Feb 04, 2014"
GPL16413,"NimbleGen Mouse Meth 2.1M Deluxe Promoter Array Ver. 2 [100929_MM9_Deluxe_Prom_Meth_HX1]","in situ oligonucleotide","Mus musculus",2090685,15,1,"NimbleGen Systems, Inc.","Feb 04, 2014"
GPL16851,"Exiqon LNA probes version 10 microRNA array","spotted oligonucleotide","Homo sapiens",727,129,4,"Erik Wiemer","Feb 04, 2014"
GPL17797,"Applied Biosystems Human MicroRNA Cards (A+B Cards)","RT-PCR","Homo sapiens",768,33,3,"Zhen Zhou","Feb 04, 2014"
GPL18196,"Nimblegen human microbiome HuMiChip V1.0","in situ oligonucleotide","human metagenome",14459,86,1,"Qichao Tu","Feb 04, 2014"
GPL18246,"Illumina Custom VeraCode GoldenGate Methylation Assay (GGMA) microarray","oligonucleotide beads","Homo sapiens",96,158,2,"William P Accomando","Feb 04, 2014"
GPL18247,"Illumina Human1M-Duov3 DNA Analysis BeadChip [Human1M-Duov3_H]","oligonucleotide beads","Homo sapiens",1192666,97,1,"GEO admin","Feb 04, 2014"
GPL18249,"Ion Torrent Proton (Saccharomyces cerevisiae)","high-throughput sequencing","Saccharomyces cerevisiae",0,8,2,"GEO","Feb 04, 2014"
GPL18250,"NimbleGen Ustilago maydis Custom Expression Array [2007-02-19_Gold_TI5270_60mer]","in situ oligonucleotide","Ustilago maydis",27464,8,1,"Scott E Gold","Feb 04, 2014"
GPL16887,"Arabidopsis Chr4 NimbleGen Tiling Array","in situ oligonucleotide","Arabidopsis thaliana",149902,1,1,"Pete E Pascuzzi","Feb 03, 2014"
GPL17180,"Affymetrix GeneChip Human Genome U133 Array Set HG-U133A based on a custom CDF (GeneAnnot version 2.1.0)","in situ oligonucleotide","Homo sapiens",18862,60,1,"Silvio Bicciato","Feb 03, 2014"
GPL18223,"[Mouse4302_Mm_EntrezG] Affymetrix GeneChip Mouse Genome 430 2.0 Array [Brainarray Version 17.1.0]","in situ oligonucleotide","Mus musculus",17566,22,3,"GEO admin","Feb 03, 2014"
GPL18242,"Illumina HiSeq 2000 (Rehmannia glutinosa)","high-throughput sequencing","Rehmannia glutinosa",0,0,0,"GEO","Feb 03, 2014"
GPL18243,"[MOE430A_Mm_ENTREZG] Affymetrix Mouse Expression 430A Array [Brainarray Version 14.0.0]","in situ oligonucleotide","Mus musculus",12315,12,3,"GEO admin","Feb 03, 2014"
GPL18245,"Illumina HiSeq 2500 (Caenorhabditis elegans)","high-throughput sequencing","Caenorhabditis elegans",0,94,15,"GEO","Feb 03, 2014"
GPL17956,"IBMT Kpneumoniae 1.5k screening [1 of 4]","spotted peptide or protein","Klebsiella pneumoniae",1800,2,1,"Sebastian Hoppe","Feb 02, 2014"
GPL17957,"IBMT Kpneumoniae 1.5k screening [2 of 4]","spotted peptide or protein","Klebsiella pneumoniae",1800,3,1,"Sebastian Hoppe","Feb 02, 2014"
GPL17958,"IBMT Kpneumoniae 1.5k screening [3 of 4]","spotted peptide or protein","Klebsiella pneumoniae",1800,3,1,"Sebastian Hoppe","Feb 02, 2014"
GPL17959,"IBMT Kpneumoniae 1.5k screening [4 of 4]","spotted peptide or protein","Klebsiella pneumoniae",1800,3,1,"Sebastian Hoppe","Feb 02, 2014"
GPL17960,"IBMT Campylobacter jejuni epitope mapping [set1]","spotted peptide or protein","Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819",676,8,1,"Sebastian Hoppe","Feb 02, 2014"
GPL17961,"IBMT Campylobacter jejuni epitope mapping [set2]","spotted peptide or protein","Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819",780,12,1,"Sebastian Hoppe","Feb 02, 2014"
GPL17962,"IBMT Klebsiella pneumoniae full-length 14 immunogenicity [1 of 2]","spotted peptide or protein","Klebsiella pneumoniae",100,8,1,"Sebastian Hoppe","Feb 02, 2014"
GPL17963,"IBMT Klebsiella pneumoniae full-length 14 immunogenicity [2 of 2]","spotted peptide or protein","Klebsiella pneumoniae",100,8,1,"Sebastian Hoppe","Feb 02, 2014"
GPL18241,"Illumina Genome Analyzer (Tachysurus fulvidraco)","high-throughput sequencing","Tachysurus fulvidraco",0,0,0,"GEO","Feb 02, 2014"
GPL16963,"Agilent-030589 Enchytraeus albidus Gene Expression Array 8x15k [Probe Name version]","in situ oligonucleotide","Enchytraeus albidus",1095,21,1,"Sara Novais","Feb 01, 2014"
GPL17463,"Agilent-048534 Rhesus 60k version of 44k 026806 [Feature Number version]","in situ oligonucleotide","Macaca mulatta",62976,0,0,"Michael Katze","Feb 01, 2014"
GPL17465,"Agilent-048534 Rhesus 60k version of 44k 026806 [Probe Name version]","in situ oligonucleotide","Macaca mulatta",43603,24,1,"Michael Katze","Feb 01, 2014"
GPL17804,"NanoString nCounter Macaque Inflammatory Genes GAMA CodeSet [Gene Symbol version]","other","Macaca nemestrina",106,72,1,"Lucio Gama","Feb 01, 2014"
GPL17847,"Agilent-025950 Clavispora lusitaniae Array","in situ oligonucleotide","Clavispora lusitaniae ATCC 42720",15744,70,6,"Christine Scaduto","Feb 01, 2014"
GPL17915,"TaqMan® Array Human MicroRNA A Cards v2.0 (catalog# 4398965)","RT-PCR","Homo sapiens",384,0,0,"Beatriz Roson Burgo","Feb 01, 2014"
GPL17934,"Agilent-039425 Folsomia V5.1","in situ oligonucleotide","Folsomia candida",180880,21,1,"Tjalf de Boer","Feb 01, 2014"
GPL18239,"UIC-Hu-SBP-AG v1.0","RT-PCR","Homo sapiens",137,2,1,"Gye Young Park","Feb 01, 2014"
GPL17230,"NanoString nCounter Prognostic Liver Signature","other","Homo sapiens",262,259,5,"Yujin Hoshida","Jan 31, 2014"
GPL17656,"IGB_mouse_+33k_McC14","spotted DNA/cDNA","Mus musculus",33168,5,1,"Andreas Prokesch","Jan 31, 2014"
GPL18240,"[MedGene-1_0] Affymetrix Medicago Gene 1.0 ST Array [probe set (exon) version]","in situ oligonucleotide","Medicago",108905,0,0,"Affymetrix, Inc.","Jan 31, 2014"
GPL17518,"Illumina HumanHT-12_V3_0_R1_Bioconductor_2.11","oligonucleotide beads","Homo sapiens",48802,181,4,"Matteo Dugo","Jan 30, 2014"
GPL17964,"Agilent-037305 SurePrint G3 Human Custom CGH Microarray 4x180K","in situ oligonucleotide","Homo sapiens",180880,11,3,"Reinhard Ullmann","Jan 30, 2014"
GPL18238,"Illumina Genome Analyzer IIx (Arabis alpina)","high-throughput sequencing","Arabis alpina",0,12,2,"GEO","Jan 30, 2014"
GPL16847,"Invitrogen NCode Human Non-coding RNA Microarray (NCRAH-02)","spotted oligonucleotide","Homo sapiens",39243,4,2,"Carla Winterling","Jan 29, 2014"
GPL18231,"Agilent-025355 Danio rerio ZV8400K","in situ oligonucleotide","Danio rerio",420288,43,1,"David Langenau","Jan 29, 2014"
GPL18233,"[MoGene-2_0-st] Affymetrix Mouse Gene 2.0 ST Array [probe set (exon) version]","in situ oligonucleotide","Mus musculus",269751,6,1,"Affymetrix, Inc.","Jan 29, 2014"
GPL18098,"[HT_MG-430_PM] Affymetrix HT MG-430 PM Array Plate [CDF: htmg430pmmmentrezgaltrabio131580]","in situ oligonucleotide","Mus musculus",18206,11,1,"Thierry Walzer","Jan 28, 2014"
GPL17676,"Escherichia coli O157:H7 4*72K","in situ oligonucleotide","Escherichia coli",32640,4,1,"Cai Haiying","Jan 28, 2014"
GPL18090,"Agilent-019647 Kogan-custom-mouse1 014868 array (Probe Name version)","in situ oligonucleotide","Mus musculus",41249,23,2,"Andrea J Barczak","Jan 28, 2014"
GPL18221,"NimbleGen_Sphingomonas. sp A1 Array [2009-03-06_RDKK176_SPhi_60mer_expr]","in situ oligonucleotide","Sphingomonas sp. A1",3985,4,2,"Wataru Hashimoto","Jan 28, 2014"
GPL18226,"SABiosciences Qiagen Human Adipogenesis RT² Profiler PCR Array PAHS049Z","RT-PCR","Homo sapiens",96,206,6,"antonella minutolo","Jan 28, 2014"
GPL18232,"Illumina HiSeq 2000 (Rosa chinensis)","high-throughput sequencing","Rosa chinensis",0,1,1,"GEO","Jan 28, 2014"
GPL17774,"L. monocytogenes EGDe array","spotted oligonucleotide","Listeria monocytogenes EGD-e",2953,24,2,"Stefanie Müller-Herbst","Jan 27, 2014"
GPL18225,"Illumina HiSeq 2000 (Drechslerella stenobrocha)","high-throughput sequencing","Drechslerella stenobrocha",0,3,1,"GEO","Jan 27, 2014"
GPL13167,"Agilent-023673 ECSFRI medaka 4x44K","in situ oligonucleotide","Oryzias latipes",26489,6,1,"Zongli Yao","Jan 24, 2014"
GPL17118,"[HG-U133_Plus_2] GeneNet Human 50K lentiviral shRNA Library","in situ oligonucleotide","Homo sapiens",48140,16,1,"Manfred Kunz","Jan 24, 2014"
GPL18216,"Illumina HiSeq 2500 (Sinorhizobium fredii NGR234)","high-throughput sequencing","Sinorhizobium fredii NGR234",0,12,1,"GEO","Jan 24, 2014"
GPL18194,"Agilent-021600 Custom Soybean Microarray (44K)","in situ oligonucleotide","Glycine max",39208,12,1,"Jung Min Kim","Jan 23, 2014"
GPL18195,"Mycobacterial 4100 oligo array (Operon Technologies)","spotted oligonucleotide","Mycobacterium tuberculosis",3924,3,1,"Nisheeth Agarwal","Jan 23, 2014"
GPL18199,"Illumina HiSeq 2000 (Flaveria angustifolia)","high-throughput sequencing","Flaveria angustifolia",0,2,1,"GEO","Jan 23, 2014"
GPL18200,"Illumina HiSeq 2000 (Flaveria bidentis)","high-throughput sequencing","Flaveria bidentis",0,2,1,"GEO","Jan 23, 2014"
GPL18201,"Illumina HiSeq 2000 (Flaveria brownii)","high-throughput sequencing","Flaveria brownii",0,2,1,"GEO","Jan 23, 2014"
GPL18202,"Illumina HiSeq 2000 (Flaveria cronquistii)","high-throughput sequencing","Flaveria cronquistii",0,2,1,"GEO","Jan 23, 2014"
GPL18203,"Illumina HiSeq 2000 (Flaveria kochiana)","high-throughput sequencing","Flaveria kochiana",0,1,1,"GEO","Jan 23, 2014"
GPL18204,"Illumina HiSeq 2000 (Flaveria palmeri)","high-throughput sequencing","Flaveria palmeri",0,1,1,"GEO","Jan 23, 2014"
GPL18205,"Illumina HiSeq 2000 (Flaveria pringlei)","high-throughput sequencing","Flaveria pringlei",0,2,1,"GEO","Jan 23, 2014"
GPL18206,"Illumina HiSeq 2000 (Flaveria pubescens)","high-throughput sequencing","Flaveria pubescens",0,2,1,"GEO","Jan 23, 2014"
GPL18207,"Illumina HiSeq 2000 (Flaveria sonorensis)","high-throughput sequencing","Flaveria sonorensis",0,1,1,"GEO","Jan 23, 2014"
GPL18208,"Illumina HiSeq 2000 (Flaveria trinervia)","high-throughput sequencing","Flaveria trinervia",0,2,1,"GEO","Jan 23, 2014"
GPL18209,"Illumina HiSeq 2000 (Flaveria vaginata)","high-throughput sequencing","Flaveria vaginata",0,1,1,"GEO","Jan 23, 2014"
GPL18210,"Illumina HiSeq 2000 (Helenium autumnale)","high-throughput sequencing","Helenium autumnale",0,1,1,"GEO","Jan 23, 2014"
GPL18211,"Illumina HiSeq 2000 (Tanacetum parthenium)","high-throughput sequencing","Tanacetum parthenium",0,1,1,"GEO","Jan 23, 2014"
GPL18212,"Illumina HiSeq 2000 (Tragopogon dubius)","high-throughput sequencing","Tragopogon dubius",0,1,1,"GEO","Jan 23, 2014"
GPL18214,"Illumina HiSeq 2000 (Amphimedon queenslandica)","high-throughput sequencing","Amphimedon queenslandica",0,59,1,"GEO","Jan 23, 2014"
GPL18215,"Illumina HiSeq 2000 (Hepatitis A virus; Homo sapiens)","high-throughput sequencing","Hepatitis A virus;Homo sapiens",0,1,1,"GEO","Jan 23, 2014"
GPL18182,"Agilent-036667 Sinorhizobium meliloti Smexpr1","in situ oligonucleotide","Sinorhizobium meliloti",6203,86,3,"Nicole Janell De Nisco","Jan 21, 2014"
GPL18191,"Illumina HiSeq 2000 (Ammopiptanthus mongolicus)","high-throughput sequencing","Ammopiptanthus mongolicus",0,0,0,"GEO","Jan 21, 2014"
GPL17984,"[MoGene-1_0-st] Affymetrix Mouse Gene 1.0 ST Array [transcript (gene) version, ENSG 60]","in situ oligonucleotide","Mus musculus",24929,4,1,"Mads A Jensen","Jan 19, 2014"
GPL18141,"NimbleGen Cavia porcellus 13K","in situ oligonucleotide","Cavia porcellus",13269,8,1,"Shin-ya Nishio","Jan 17, 2014"
GPL18186,"Illumina Genome Analyzer (Populus cathayana)","high-throughput sequencing","Populus cathayana",0,4,1,"GEO","Jan 17, 2014"
GPL18187,"Illumina Genome Analyzer (Schizosaccharomyces pombe 972h-)","high-throughput sequencing","Schizosaccharomyces pombe 972h-",0,1,2,"GEO","Jan 17, 2014"
GPL15236,"[HuEx-1_0-st] Affymetrix Human Exon 1.0 ST Array [CDF: Brainarray Version 12.1.0]","in situ oligonucleotide","Homo sapiens",22486,80,1,"Stefania Bortoluzzi","Jan 16, 2014"
GPL17490,"MASK design peptide microarray","spotted peptide or protein","synthetic construct",1536,105,2,"Phillip Stafford","Jan 16, 2014"
GPL17929,"[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: HG-U133_plus2,TCGAmin5]","in situ oligonucleotide","Homo sapiens",17256,48,1,"Milan Girish Chheda","Jan 16, 2014"
GPL18168,"NimbleGen gut microbiome array [091124_micro_BZ_EXP_HX12]","in situ oligonucleotide","gut metagenome",8746,123,1,"Yongfei Hu","Jan 16, 2014"
GPL18173,"Custom oligonucleotide CGH Microarray 4x44K  designed by Genotypic Technology Private Limited (AMADID: 20515)","in situ oligonucleotide","Homo sapiens",43029,12,1,"Susanta Roychoudhury","Jan 16, 2014"
GPL18176,"Rat teratogenicity custom array","spotted DNA/cDNA","Rattus norvegicus",246,34,1,"Jürgen Borlak","Jan 16, 2014"
GPL18179,"AB SOLiD 4 System (Zea mays)","high-throughput sequencing","Zea mays",0,9,1,"GEO","Jan 16, 2014"
GPL18183,"Illumina HiSeq 2000 (Streptococcus pneumoniae)","high-throughput sequencing","Streptococcus pneumoniae",0,56,2,"GEO","Jan 16, 2014"
GPL18185,"Illumina Genome Analyzer IIx (Echinococcus granulosus)","high-throughput sequencing","Echinococcus granulosus",0,5,2,"GEO","Jan 16, 2014"
GPL16701,"Agilent-034889 Bacillus anthracis array (condensed version)","in situ oligonucleotide","Bacillus anthracis str. 'Ames Ancestor'",5419,12,1,"Gurudutta Panda","Jan 15, 2014"
GPL17101,"Agilent-025954 Streptomyces avermitilis Matriz_JFA_V1","in situ oligonucleotide","Streptomyces avermitilis",15744,18,1,"Tiago Beites","Jan 15, 2014"
GPL18011,"FPL/Cullen-Phanerochaete chrysosporium RP-78 microarrays v2.0 [090423_Phan_Chry_UW_DC_expr]","in situ oligonucleotide","Phanerochaete chrysosporium RP-78",9959,9,1,"Dan Cullen","Jan 15, 2014"
GPL18165,"Institute for Environmental Genomics (IEG) GeoChip 4.2 [by Beijing University of Chemical Technology]","in situ oligonucleotide","Archaea;Bacteria;Eukaryota;Viruses",29124,12,1,"Xiaohui Wang","Jan 15, 2014"
GPL18166,"Agilent-037557 C. albicans 12K (111122 Georgetown David on C Albicans)","in situ oligonucleotide","Candida albicans",15744,4,1,"Dongmei Li","Jan 15, 2014"
GPL18170,"NimbleGen Clostridium thermocellum ATCC 27405 HX12 array (12 x 135k)(non-condensed version) [080724_C_thermo_27405_expr]","in situ oligonucleotide","Ruminiclostridium thermocellum ATCC 27405",137010,31,2,"Dawn Marie Klingeman","Jan 15, 2014"
GPL18171,"Illumina HiSeq 1500 (Danio rerio)","high-throughput sequencing","Danio rerio",0,0,0,"GEO","Jan 15, 2014"
GPL18172,"Illumina Genome Analyzer IIx (Trypanosoma cruzi)","high-throughput sequencing","Trypanosoma cruzi",0,3,1,"GEO","Jan 15, 2014"
GPL18177,"Illumina MiSeq (Capsicum annuum)","high-throughput sequencing","Capsicum annuum",0,8,1,"GEO","Jan 15, 2014"
GPL13166,"Mouse alternative splice junctions array","spotted oligonucleotide","Mus musculus",1006,16,1,"Dennis Lazarev","Jan 14, 2014"
GPL18163,"NimbleGen Mouse DNA Methylation 3x720K CpG Island Plus RefSeq Promoter Array [090618_MM9_CpG_Refseq_Prom_MeDIP]","in situ oligonucleotide","Mus musculus",0,2,1,"Steven Brwon","Jan 14, 2014"
GPL18162,"Illumina HiSeq 2500 (Tribolium castaneum)","high-throughput sequencing","Tribolium castaneum",0,27,1,"GEO","Jan 13, 2014"
GPL18035,"TUG/IGB-hsa/mmu/rno-2383-v16.0","spotted oligonucleotide","Homo sapiens;Mus musculus;Rattus norvegicus",2678,3,1,"Michael Karbiener","Jan 12, 2014"
GPL18155,"NimbleGen Human Custom Array 4x72K [120202_Hsapiens_CV_exp]","in situ oligonucleotide","Homo sapiens",16417,151,1,"Delphine Labourdette","Jan 12, 2014"
GPL17233,"Agilent-021506 Plasmodium falciparum UP1_01_Of_1","in situ oligonucleotide","Plasmodium falciparum",12468,14,1,"Shaun Reeksting","Jan 10, 2014"
GPL17660,"Agilent-031181 Unrestricted_Human_miRNA_V16.0_Microarray 030840","in situ oligonucleotide","Homo sapiens",1369,33,2,"GEO admin","Jan 10, 2014"
GPL18088,"Agilent-026035 Scer_barcode_v2_200911","in situ oligonucleotide","Saccharomyces cerevisiae S288c",15744,6,1,"Cosmin Saveanu","Jan 10, 2014"
